property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,raheja vedaanta,sector 108,1.25,5682,3,2,0,0,Relatively New,1991,0,0,0,0,0,1,65,"28.5134° N, 76.9830° E",28.5134,76.983
flat,dlf the primus,sector 82a,2.85,10936,4,4,3+,2,New Property,2179,0,1,0,0,0,2,174,"28.3858° N, 76.9686° E",28.3858,76.9686
house,vipul tatvam villa,sector 48,7.25,27971,3,4,2,2,Moderately Old,2592,1,1,1,1,0,1,115,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,indiabulls centrum park,sector 103,2.14,7443,4,6,3+,7,Relatively New,2718,0,1,0,0,0,0,142,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,godrej nature plus,sector 33,1.07,7726,2,2,2,14,Under Construction,1253,0,0,0,0,0,0,68,"28.4420° N, 77.0207° E",28.442,77.0207
flat,godrej air,sector 85,2.6,12212,3,3,3,17,Under Construction,2129,0,1,0,0,0,0,44,"28.4042° N, 76.9513° E",28.4042,76.9513
house,experion windchants,sector 112,9.5,23457,5,5,3,2,Relatively New,7450,0,1,0,0,0,0,45,"28.5189° N, 77.0183° E",28.5189,77.0183
house,independent,sector 4,1.1,6111,4,4,3+,2,Old Property,1800,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,m3m woodshire,sector 107,1.3,10815,3,3,3,7,Relatively New,1547,0,0,0,1,0,0,89,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,hsiidc sidco aravali,manesar,0.91,3516,3,3,3+,8,Moderately Old,1900,0,1,0,0,0,0,23,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,paras dews,sector 106,1.14,6000,3,4,3,8,Relatively New,1305,1,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
house,independent,sector 9,0.6,10753,2,2,1,1,Moderately Old,558,0,0,0,0,0,0,8,"28.4603° N, 77.0000° E",28.4603,77
house,independent,sector 104,0.6,5128,4,3,1,2,Moderately Old,1170,0,0,0,0,0,0,0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ramsons kshitij,sector 95,0.17,544,1,1,1,12,Relatively New,3569,0,0,0,0,0,0,56,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,rose apartment,sector 28,3,10482,3,5,3+,8,Old Property,2590,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,ss the leaf,sector 85,1.31,7988,2,2,2,5,Relatively New,1822,0,1,0,0,0,0,89,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,vatika sovereign park,sector 99,3.2,9922,4,4,0,5,Under Construction,3225,0,0,0,0,0,0,23,"28.4640° N, 76.9614° E",28.464,76.9614
flat,paras dews,sector 106,1,7220,2,2,3+,2,New Property,940,0,0,0,0,0,1,21,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,pareena mi casa,sector 68,1.85,9311,3,3,3+,13,Under Construction,1798,0,0,0,0,0,0,47,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,satya the hermitage,sector 103,0.8,5517,2,2,0,10,Relatively New,1450,0,0,0,0,0,0,61,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,signature global synera,sector 81,0.39,6500,2,2,2,6,Relatively New,667,0,0,0,0,0,0,37,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 49,4.45,15451,6,6,3,3,Moderately Old,2880,1,1,1,1,0,2,152,"28.4121° N, 77.0480° E",28.4121,77.048
flat,signature global solera,sector 107,0.5,7752,3,2,2,6,Relatively New,717,0,0,0,0,1,0,49,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 55,1.45,26852,1,4,3+,4,Relatively New,60,0,0,1,0,0,0,70,"28.4281° N, 77.1100° E",28.4281,77.11
flat,unitech uniworld city,sector 30,3.55,14992,3,5,3+,16,Old Property,2367,0,1,0,0,0,1,141,"28.4604° N, 77.0579° E",28.4604,77.0579
house,unitech uniworld resorts,sector 33,8,11429,4,4,3+,2,Old Property,7000,1,1,1,1,0,0,77,"28.4420° N, 77.0207° E",28.442,77.0207
house,independent,sector 4,4.12,8889,2,1,3+,2,Moderately Old,4635,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
house,ansal heights,sector 92,2.75,9793,4,4,3+,3,Relatively New,5000,1,0,0,1,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sare green parc phase 3,sector 92,1.1,6875,4,3,2,12,New Property,1778,0,0,0,0,0,0,15,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,bestech park view sanskruti,sector 92,1.6,7547,3,3,3,10,Relatively New,1765,0,1,0,0,0,1,60,"28.4079° N, 76.9153° E",28.4079,76.9153
house,smart world gems,sector 89,1.25,8784,3,3,2,1,Under Construction,1423,1,0,0,0,1,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,ss the coralwood,sector 84,1.1,4857,3,3,2,9,Relatively New,1584,0,0,0,0,0,0,75,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,tarc maceo,sector 91,0.89,6339,2,2,3+,9,Relatively New,1302,0,0,0,0,1,1,13,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,emaar mgf the palm drive,sector 66,3.4,15455,3,4,3,9,Relatively New,2200,0,1,1,0,0,1,96,"28.3925° N, 77.0541° E",28.3925,77.0541
house,independent,sector 17,3,11111,4,4,0,1,Old Property,3000,0,0,0,0,0,0,0,"28.4791° N, 77.0608° E",28.4791,77.0608
house,sector 14 rwa,sector 14,5.51,16990,3,3,2,4,Moderately Old,3249,0,0,0,0,0,0,14,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,on request,sector 103,1.69,9145,3,3,3+,8,Relatively New,1670,0,0,0,0,0,0,49,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,the close north,sector 50,2.75,12500,3,3,3,3,Moderately Old,2400,0,1,0,0,0,0,110,"28.4178° N, 77.0628° E",28.4178,77.0628
house,unitech espace,sector 50,10.3,31790,5,6,3+,3,Moderately Old,3240,1,1,1,1,0,1,160,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,sidhartha ncr greens,sector 95,0.56,5657,2,2,3,13,New Property,896,0,0,0,0,0,0,8,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,lig flat,sector 40,1.5,5556,1,1,0,0,Moderately Old,300,0,0,0,0,0,0,0,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,godrej nature plus,sector 33,1.27,9183,2,2,3+,9,Under Construction,1252,0,0,0,0,0,0,38,"28.4420° N, 77.0207° E",28.442,77.0207
flat,spire woods now ananda by alpha corp,sector 103,1.25,6902,3,4,3,11,Under Construction,2012,1,1,0,0,0,0,105,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,emaar mgf palm terraces,sector 66,4.5,10598,5,5,3+,11,New Property,3321,0,1,0,0,0,0,105,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,mittal surya vihar,sector 21,1.4,5833,5,4,2,2,Moderately Old,2172,0,0,0,0,0,0,0,"28.5134° N, 77.0723° E",28.5134,77.0723
flat,green court,sector 90,0.4,6390,2,2,1,8,New Property,575,0,0,0,0,0,0,20,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,maruti vihar,sector 28,1,9091,1,1,1,1,Old Property,995,1,0,0,1,0,1,80,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,tulip violet,sector 69,3.25,10106,4,5,3+,14,Relatively New,2910,0,0,0,1,1,0,20,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,smart world gems,sector 89,1.3,9136,3,3,2,2,New Property,1581,1,0,0,0,0,0,44,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,park view apartment,sector 56,1.74,7565,3,3,3+,2,Old Property,2400,0,1,0,1,0,1,104,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,apna enclave,sector 3,0.55,5789,2,2,2,2,Old Property,900,0,0,0,0,0,0,66,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,godrej air,sector 85,1.3,14541,2,2,3,30,Under Construction,1130,0,0,0,0,0,0,111,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 17,0.29,3255,2,1,0,0,Old Property,891,0,0,0,0,0,0,0,"28.4791° N, 77.0608° E",28.4791,77.0608
house,independent,sector 41,7.25,29293,9,8,3,4,Old Property,2475,0,1,0,0,0,1,94,"28.4557° N, 77.0632° E",28.4557,77.0632
house,smart world orchard,sector 61,2.01,13001,3,3,3,4,Under Construction,1549,0,0,0,0,0,0,145,"28.4050° N, 77.0963° E",28.405,77.0963
flat,vatika city,sector 49,1.79,12786,3,3,3,9,Old Property,1556,0,1,0,0,0,0,38,"28.4121° N, 77.0480° E",28.4121,77.048
flat,ramprastha primera,sector 37d,1.2,13333,3,3,3,5,Relatively New,1000,0,0,1,0,0,0,50,"28.4478° N, 76.9703° E",28.4478,76.9703
house,independent,sector 108,1.7,5667,4,4,3+,1,Relatively New,3000,0,0,0,0,0,0,0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,raheja sampada,sector 92,0.9,6569,3,2,3,11,Relatively New,1240,0,0,0,0,0,0,88,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sbtl caladium,sector 109,1.9,6219,4,4,3,8,Relatively New,2765,0,1,0,0,0,0,151,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,adani oyster greens,sector 102,1.9,10058,3,3,3+,9,Relatively New,2099,1,0,1,1,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,microtek greenburg,sector 86,1.25,8446,3,4,3,0,Relatively New,1339,1,0,0,0,0,0,49,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,bestech spa signature,sector 81,4.45,10595,4,4,3+,8,Relatively New,3850,1,1,0,1,1,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,dlf the arbour,sector 63,7.9,20000,4,4,3+,34,Under Construction,3950,0,0,0,0,0,0,61,"28.3971° N, 77.0867° E",28.3971,77.0867
house,aindependentt raj estates,sector 63a,8.5,27139,6,6,3+,3,Under Construction,3132,0,0,1,1,0,0,29,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,ireo uptown,sector 66,2.4,13065,3,2,3,5,Relatively New,1700,0,1,0,0,0,1,156,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,la vida by tata housing,sector 113,1.5,11755,2,2,2,13,New Property,1155,0,0,0,0,0,0,60,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,ramprastha the edge towers,sector 37d,0.98,5537,3,3,3+,5,Relatively New,1675,0,0,0,1,0,0,174,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,m3m heights,sector 65,2.29,15980,2,2,3,8,Under Construction,1592,1,0,0,0,0,0,15,"28.4030° N, 77.0690° E",28.403,77.069
flat,chd avenue,sector 71,1.3,5532,4,4,3,5,Moderately Old,2127,0,1,0,0,0,0,126,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,birla navya,sector 63a,3.15,14631,3,3,3,4,Under Construction,2153,0,0,0,0,1,0,44,"28.3923° N, 77.0888° E",28.3923,77.0888
house,unitech south city,sector 50,5.88,27222,3,9,3+,3,Relatively New,2160,1,1,0,1,1,2,128,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,assotech blith,sector 99,1.6,6667,3,4,0,15,New Property,2400,0,0,0,0,0,0,51,"28.4640° N, 76.9614° E",28.464,76.9614
flat,dlf park place,sector 54,5.75,24689,3,4,3,12,Relatively New,2329,0,1,0,0,0,2,174,"28.4348° N, 77.1089° E",28.4348,77.1089
house,dlf floors phase 3,sector 24,3.51,12342,4,4,3,4,Under Construction,2844,1,1,1,1,0,1,160,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,pyramid urban homes 2,sector 86,0.41,6902,2,2,1,3,Relatively New,668,0,0,0,0,0,0,63,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,bestech park view grand spa,sector 81,2.29,8609,3,4,3+,10,Relatively New,2315,1,1,0,0,0,2,174,"28.3867° N, 76.9485° E",28.3867,76.9485
house,emaar mgf marbella,sector 66,9.01,16066,4,4,3+,3,Relatively New,5574.7,0,1,1,0,0,0,122,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,m3m soulitude,sector 89,1.25,8784,3,3,2,3,New Property,1581,1,0,0,0,0,0,49,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,m3m golfestate,sector 65,13.2,12000,4,4,3,13,Moderately Old,12222,0,1,0,0,0,0,60,"28.4030° N, 77.0690° E",28.403,77.069
house,housing board colony,sector 28,3.5,25926,2,6,3,3,Relatively New,1350,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,rof ananda,sector 95,0.55,8527,3,2,2,14,New Property,811,1,0,0,0,0,1,81,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,indiabulls centrum park,sector 103,1.05,5859,2,2,3,1,Relatively New,1365,0,0,0,0,0,1,51,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ss the leaf,sector 85,1.2,7317,2,2,3,6,Relatively New,1300,0,0,0,0,0,1,174,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shree vardhman victoria,sector 70,1.1,8462,2,2,2,8,Relatively New,1444,0,0,0,0,0,0,101,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ats triumph,sector 104,1.85,8079,3,3,3+,24,Relatively New,2072,0,1,0,0,0,0,174,"28.4788° N, 76.9960° E",28.4788,76.996
flat,sanskriti apartment,sector 10,1.1,6667,3,3,3,2,Moderately Old,1833,0,0,0,0,0,0,22,"28.4537° N, 77.0009° E",28.4537,77.0009
flat,ss the leaf,sector 85,1.2,9677,2,2,3+,9,Relatively New,1491,0,0,1,0,0,0,148,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,shapoorji pallonji joyville gurugram,sector 102,1.26,10040,2,2,2,10,Relatively New,1100,0,0,0,0,0,0,108,"28.4750° N, 76.9715° E",28.475,76.9715
flat,signature global solera,sector 107,0.28,5622,2,2,2,14,Relatively New,543,0,0,0,0,0,0,38,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,tulip violet,sector 69,1.5,10714,3,3,2,8,Relatively New,1492,0,0,0,1,0,1,174,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,vatika the seven lamps,sector 82,1.6,6598,4,5,3+,8,Relatively New,2195,0,1,0,0,0,0,133,"28.3935° N, 76.9600° E",28.3935,76.96
house,independent,sector 2,4.95,20370,6,5,3+,3,Relatively New,2430,0,1,0,0,0,0,91,"28.5095° N, 77.0320° E",28.5095,77.032
flat,godrej,sector 79,1.91,8512,3,4,3+,7,Relatively New,2031,0,1,0,0,0,0,158,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,experion windchants,sector 112,4.75,12623,3,5,3+,4,Relatively New,3405,0,1,0,0,0,1,42,"28.5189° N, 77.0183° E",28.5189,77.0183
house,international city by sobha phase 1,sector 109,12,20000,5,6,3,2,Relatively New,7000,1,1,0,0,0,1,154,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 45,17,37778,5,8,3+,3,Relatively New,4500,1,1,1,1,0,2,152,"28.4466° N, 77.0660° E",28.4466,77.066
flat,shapoorji pallonji joyville gurugram,sector 102,0.95,10383,2,2,2,14,Relatively New,915,0,0,0,0,0,0,0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,ild grand centra,sector 37,0.95,5220,3,1,0,0,Relatively New,1820,0,0,0,0,0,0,0,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,m3m golfestate,sector 79,1.4,10000,2,2,2,4,Relatively New,1556,1,1,1,0,0,2,83,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,the close north,sector 50,2.65,10685,3,4,3+,6,Moderately Old,2470,0,1,0,0,0,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,experion windchants,sector 112,4.25,11294,3,5,2,15,Relatively New,3000,0,1,0,1,0,0,72,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,central park resorts,sector 48,5.15,20901,3,3,3+,8,Moderately Old,2364,0,1,0,0,0,2,53,"28.4177° N, 77.0359° E",28.4177,77.0359
house,international city by sobha phase 2,sector 109,7,12963,4,4,3+,2,Relatively New,5400,0,0,0,0,0,1,102,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar palm gardens,sector 83,1.75,9211,3,3,3+,11,Relatively New,1549,0,1,0,0,0,0,120,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,signature global city 92,sector 92,0.78,8050,2,2,2,2,New Property,1083,0,0,0,0,0,1,47,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,puri emerald bay,sector 104,2.6,15160,3,4,3+,5,Relatively New,2061,1,1,0,0,0,0,81,"28.4788° N, 76.9960° E",28.4788,76.996
flat,dlf regal gardens,sector 90,1.26,7403,3,3,3,6,Relatively New,1603,0,0,0,0,1,1,28,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,experion windchants,sector 112,3.1,20667,2,2,3,9,Relatively New,1500,1,1,1,0,0,1,80,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,ireo the corridors,sector 67a,2,11429,3,3,3,12,New Property,1584,1,0,0,0,0,0,38,"28.3960° N, 77.0372° E",28.396,77.0372
flat,sare green parc,sector 92,0.75,4820,3,2,2,16,Relatively New,1556,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,zara aavaas,sector 104,0.49,6577,3,2,2,7,Under Construction,695,0,0,0,0,0,0,74,"28.4788° N, 76.9960° E",28.4788,76.996
flat,birla navya,sector 63a,2.1,16667,2,2,2,2,Under Construction,1400,0,0,0,0,0,0,38,"28.3923° N, 77.0888° E",28.3923,77.0888
flat,emaar mgf emerald floors premier,sector 65,2.24,13576,3,3,3,2,Relatively New,1833,1,1,0,0,0,0,46,"28.4030° N, 77.0690° E",28.403,77.069
flat,bptp terra,sector 37d,1.55,8559,3,3,3+,11,Relatively New,1639,0,0,0,0,0,0,79,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,godrej air,sector 85,1.8,13139,3,3,3,30,Under Construction,141,0,0,0,0,0,0,45,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 47,4.6,26620,2,6,3+,4,Moderately Old,1728,0,0,0,0,0,2,51,"28.4276° N, 77.0492° E",28.4276,77.0492
house,independent,sector 2,5.7,22637,9,9,3+,3,Moderately Old,2430,0,0,0,1,0,1,0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,the serenas,sector 36,0.42,7910,2,2,1,3,New Property,590,0,0,0,0,0,0,0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,indiabulls centrum park,sector 103,1.35,7542,3,3,3+,3,Relatively New,1620,1,0,0,0,0,1,168,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ss the leaf,sector 85,1.04,5974,2,3,3+,4,Relatively New,1576,0,0,1,0,0,0,113,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,emaar gurgaon greens,sector 102,1.45,8788,3,3,3,7,Relatively New,1493,0,1,0,0,0,0,159,"28.4750° N, 76.9715° E",28.475,76.9715
flat,smart world orchard,sector 61,1.5,12500,2,2,2,2,Under Construction,1333,1,0,0,0,0,0,49,"28.4050° N, 77.0963° E",28.405,77.0963
flat,bptp terra,sector 37d,1.65,7531,4,3,3+,6,Relatively New,2091,0,0,0,0,0,1,149,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,sagar apartment,sector 56,1.45,7250,3,3,3+,7,Old Property,1900,1,1,0,1,1,0,166,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,m3m golfestate,sector 65,4.95,15906,3,3,3,10,Relatively New,2816,0,1,0,0,0,1,82,"28.4030° N, 77.0690° E",28.403,77.069
flat,dlf royalton tower,sector 43,6.2,20687,4,4,3+,9,Moderately Old,2712,0,1,0,0,0,0,7,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vipul lavanya,sector 81,0.65,5263,2,2,2,14,Moderately Old,985,0,0,0,0,0,0,96,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,vatika city,sector 49,2.65,11773,3,4,3,11,Moderately Old,2251,0,1,0,1,0,1,140,"28.4121° N, 77.0480° E",28.4121,77.048
flat,imt view society,manesar,0.95,3652,3,4,3,6,Moderately Old,2232,0,1,0,0,0,0,81,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,la vida by tata housing,sector 113,1.5,11755,2,2,2,13,New Property,1418,0,0,0,0,0,0,71,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,umang winter hills,sector 77,0.71,5306,2,2,2,6,Relatively New,1057,1,0,0,0,0,0,108,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,tulip violet,sector 69,1.78,8856,4,4,2,10,Relatively New,1819,0,0,0,1,0,1,156,"28.3966° N, 77.0341° E",28.3966,77.0341
house,independent,sector 26,13.5,29880,5,5,3+,2,Relatively New,4518,1,1,0,1,1,2,49,"28.4757° N, 77.1032° E",28.4757,77.1032
house,emaar mgf marbella,sector 66,9,21251,4,4,3+,2,Relatively New,5200,0,1,1,1,0,1,114,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,vatika xpressions,sector 88,0.92,7360,2,2,2,3,Relatively New,1300,0,0,0,1,0,0,174,"28.4220° N, 76.9571° E",28.422,76.9571
flat,dlf new town heights,sector 90,1.25,6504,3,3,3+,5,Relatively New,1929,0,1,0,1,0,0,127,"28.4085° N, 76.9369° E",28.4085,76.9369
house,huda,sector 38,3.5,24005,3,2,3,2,Moderately Old,1458,0,0,1,0,0,1,85,"28.4347° N, 77.0430° E",28.4347,77.043
house,sushant lok 1 builder floors,sector 43,1.95,10078,3,4,3+,4,New Property,1935,0,1,0,0,0,1,78,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vatika gurgaon,sector 83,1.1,6051,3,3,3,12,Relatively New,1570,0,1,0,0,0,1,66,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,conscient heritage max,sector 102,2.15,10005,3,4,3+,18,Relatively New,1945,1,1,0,0,0,1,134,"28.4750° N, 76.9715° E",28.475,76.9715
flat,unitech fresco,sector 50,1.14,8533,2,2,2,19,Moderately Old,1330,0,0,0,0,1,1,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,godrej nature plus serenity,sector 33,1.45,8677,3,2,3,3,Under Construction,1512,0,0,0,0,0,0,49,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ats tourmaline,sector 109,1.4,8000,3,3,3+,9,Relatively New,1584,0,0,0,0,0,0,95,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,godrej oasis,sector 88a,2.65,16751,3,3,3+,10,New Property,1582,0,0,0,0,0,0,110,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,satya the hermitage,sector 103,0.99,6653,3,4,3+,2,Relatively New,1731,0,1,0,1,0,0,174,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,ambience caitriona,sector 24,14,22222,4,5,3,3,Old Property,6300,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,ansal harmony homes,sector 57,1.12,10667,2,2,1,0,Old Property,950,0,0,0,0,0,0,72,"28.4232° N, 77.0752° E",28.4232,77.0752
house,ansals florence villa,sector 57,3.3,19820,4,3,3+,2,Moderately Old,1665,1,1,1,1,0,0,151,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,tulip violet,sector 69,1.55,9823,3,3,2,0,Relatively New,1428,0,0,0,1,0,1,129,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,smart world orchard,sector 61,1.7,15004,2,2,2,4,Under Construction,1278,0,0,0,0,0,0,24,"28.4050° N, 77.0963° E",28.405,77.0963
flat,signature the roselia,sector 95,0.45,7909,2,2,2,2,New Property,632,0,0,0,0,0,1,31,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,sbtl caladium,sector 109,1.35,7181,3,2,3+,12,Relatively New,1477,0,0,0,0,0,0,128,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar gurgaon greens,sector 102,1.35,10800,3,4,3+,9,Relatively New,1400,0,1,0,1,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
flat,awho shanti vihar,sector 95,0.8,8889,2,2,3,9,New Property,713,1,0,0,0,0,0,67,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,raheja navodaya,sector 92,0.85,4271,3,3,3,2,Relatively New,1801,0,0,0,0,0,0,100,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf new town heights,sector 90,1.99,7297,4,4,3+,9,Relatively New,3030,0,1,0,1,0,1,102,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,sbtl caladium,sector 109,1.7,6680,3,3,3+,9,Relatively New,2303,0,1,0,0,0,0,159,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,valley view estate,gwal pahari,1.5,7489,4,4,3+,10,Moderately Old,1850,0,0,0,0,0,0,58,"28.4484° N, 77.0210° E",28.4484,77.021
flat,signature global the millennia 3,sector 37d,0.45,7627,2,3,2,8,Under Construction,656,0,0,0,0,0,0,8,"28.4478° N, 76.9703° E",28.4478,76.9703
house,independent,sector 56,8,9654,10,10,3+,4,Relatively New,8286,1,1,0,1,0,2,107,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,kendriya vihar,sector 56,0.58,9587,1,1,1,1,Old Property,672,0,0,0,0,0,0,77,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,green court,sector 90,0.5,8333,2,2,1,8,New Property,650,0,0,0,0,0,0,42,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,conscient heritage max,sector 102,2,9307,3,4,3+,13,Relatively New,1900,1,1,0,0,0,1,174,"28.4750° N, 76.9715° E",28.475,76.9715
flat,kendriya vihar,sector 56,0.65,8609,1,1,1,0,Moderately Old,839,0,0,0,0,0,0,143,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,awho shanti vihar,sector 95,0.82,9880,2,2,3+,13,New Property,1095,1,0,0,0,0,0,114,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,paras dews,sector 106,1.15,6053,3,4,3,5,Relatively New,1305,1,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,ambience creacions,sector 22,4.3,13916,3,4,3+,6,Relatively New,2600,0,1,0,0,1,2,120,"28.5072° N, 77.0640° E",28.5072,77.064
flat,indiabulls centrum park,sector 103,1.65,8250,3,3,3+,15,Relatively New,1683,1,0,0,0,0,0,38,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,godrej aria,sector 79,1.45,9062,2,2,3+,9,Relatively New,1494,1,0,0,0,0,0,113,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,shreeram apartment ii,sector 4,0.21,4667,1,1,1,2,Relatively New,500,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,ild greens,sector 37,0.75,5245,2,2,3+,13,Relatively New,1430,0,0,0,0,0,0,51,"28.4375° N, 76.9999° E",28.4375,76.9999
