property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,tulip violet,sector 69,1.2,8889,2,3,1,0,Relatively New,1222,0,0,0,0,0,0,150,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,m3m woodshire,sector 107,1.3,8922,3,3,3+,4,Relatively New,1554,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,emaar mgf emerald floors premier,sector 65,2.36,14303,3,3,3,0,Relatively New,1493,1,1,0,0,0,1,159,"28.4030° N, 77.0690° E",28.403,77.069
flat,central park flower valley cerise floors,sector 33,1.3,10744,2,2,2,3,New Property,1095,1,0,0,0,0,0,22,"28.4420° N, 77.0207° E",28.442,77.0207
flat,shree balaji appartment,sector 33,0.4,5000,2,2,2,1,Relatively New,724,0,0,0,0,0,2,0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ild greens,sector 37,0.9,5614,3,3,3,0,Under Construction,1500,0,0,0,0,0,0,66,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,dlf park place,sector 54,4.85,25867,3,4,3+,25,Relatively New,1875,0,1,0,0,0,1,26,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,orris aster court premier,sector 85,1.5,5859,4,5,3+,6,New Property,2017,0,1,0,0,0,1,28,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m woodshire,sector 107,1.29,8836,3,3,3+,1,Relatively New,1690,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
house,independent,sector 26,4.5,33333,3,3,2,2,Old Property,1350,0,0,0,1,0,1,58,"28.4757° N, 77.1032° E",28.4757,77.1032
house,jacob pura,sector 12,0.35,9722,2,1,0,2,Old Property,360,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,shree vardhman victoria,sector 70,1.62,8308,3,5,3,9,Relatively New,1527,0,1,0,0,0,0,43,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ss the leaf,sector 85,1.3,10484,2,2,3+,10,Relatively New,1491,0,0,1,0,0,0,148,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sbtl caladium,sector 109,1.88,6154,4,5,3,10,Relatively New,2765,0,0,0,0,0,0,110,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,ats kocoon,sector 109,1.7,9742,3,3,3,22,Relatively New,1550,0,0,0,0,0,0,74,"28.5073° N, 77.0089° E",28.5073,77.0089
house,independent,sector 46,4.35,23693,3,8,2,3,Relatively New,1836,1,0,0,1,0,1,19,"28.4374° N, 77.0586° E",28.4374,77.0586
flat,ss the leaf,sector 85,2.15,7646,4,5,3+,1,Relatively New,2545,0,1,0,0,0,0,165,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m the marina,sector 68,1.45,9615,3,2,3+,9,New Property,1365,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,ansal heights 86,sector 86,0.78,5735,2,2,2,8,New Property,1360,0,0,0,0,0,0,72,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ireo the grand arch,sector 58,3.83,21577,3,4,2,10,Relatively New,2000,1,1,0,0,0,1,174,"28.4200° N, 77.1105° E",28.42,77.1105
flat,raheja navodaya,sector 92,0.62,4806,2,2,2,5,New Property,1498,0,0,0,0,0,0,0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,paras dews,sector 106,1.4,9979,4,6,3+,10,Relatively New,1535,0,1,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,satya element one,sector 49,0.94,14009,1,2,2,2,Moderately Old,746,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,chintels paradiso,sector 109,2,7605,4,4,2,11,Relatively New,2380,0,1,0,1,0,0,64,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,.,gwal pahari,7,10999,4,4,3+,6,Relatively New,5430,0,1,0,0,0,0,52,"28.4484° N, 77.0210° E",28.4484,77.021
flat,satya element one,sector 49,0.8,11111,1,1,1,0,Moderately Old,720,0,0,0,0,0,0,0,"28.4121° N, 77.0480° E",28.4121,77.048
house,tata primanti,sector 72,8.6,12286,4,5,3+,3,Relatively New,7000,0,0,0,0,0,1,30,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,indiabulls enigma,sector 110,3.45,10147,4,4,3,9,Moderately Old,3077,0,1,0,0,0,1,125,"28.5145° N, 77.0197° E",28.5145,77.0197
house,independent,sector 50,7,32407,3,2,0,1,Moderately Old,2160,0,0,0,0,0,0,0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,dlf regal gardens,sector 90,1.8,7223,4,4,3+,7,Moderately Old,2005,0,0,0,0,0,0,38,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,orris aster court premier,sector 85,1.49,5820,4,5,3+,10,Relatively New,2017,0,1,0,0,0,1,84,"28.4042° N, 76.9513° E",28.4042,76.9513
house,independent,sector 14,7.5,16600,3,3,2,1,Old Property,4518,1,1,0,1,0,1,27,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,microtek greenburg,sector 86,1.25,8446,2,2,3,13,Moderately Old,1339,1,0,0,0,0,0,6,"28.3986° N, 76.9384° E",28.3986,76.9384
house,independent,sector 43,8.5,31481,5,5,3,3,Moderately Old,2700,0,1,0,0,0,1,113,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,millenium bajrang society,sector 43,2.5,9434,4,4,3+,2,Relatively New,2398,0,0,0,0,0,1,94,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 12,3.5,14787,8,8,3+,3,Relatively New,4800,1,1,0,1,0,2,77,"28.4723° N, 77.0320° E",28.4723,77.032
flat,smart world gems,sector 89,1.13,8503,3,3,2,4,Under Construction,1473,1,0,0,0,0,0,115,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,godrej summit,sector 104,0.98,5950,3,3,3,12,Relatively New,1490,0,0,0,0,1,0,79,"28.4788° N, 76.9960° E",28.4788,76.996
flat,dlf regal gardens,sector 90,1.29,9021,3,3,3,7,Relatively New,1540,1,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,alpha corp gurgaonone,sector 84,2.24,6523,4,4,3,12,Relatively New,3165,0,1,0,0,0,0,20,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,central park flower valley,sector 33,2.15,13522,3,3,3+,1,New Property,1439,0,0,0,0,0,0,31,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ats triumph,sector 104,2.52,8000,4,4,3+,19,Relatively New,2800,0,1,1,0,0,1,156,"28.4788° N, 76.9960° E",28.4788,76.996
house,independent,sector 2,0.7,7778,1,1,0,1,Moderately Old,900,0,0,0,0,0,0,0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,conscient heritage max,sector 102,1.75,9063,3,4,3+,16,Relatively New,1748,0,1,0,0,0,1,134,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 5,3.75,11029,5,5,3+,3,Relatively New,3400,0,0,0,0,0,0,0,"28.4794° N, 77.0176° E",28.4794,77.0176
house,unitech deerwood chase,sector 50,15,33333,4,4,2,2,Moderately Old,4500,0,1,0,0,0,0,160,"28.4178° N, 77.0628° E",28.4178,77.0628
house,vatika independent floors,sector 82,1.4,8235,3,3,2,3,New Property,1700,0,0,0,1,0,0,61,"28.3935° N, 76.9600° E",28.3935,76.96
house,shivpuri,sector 7,2.4,8889,10,5,3,2,Old Property,2700,1,1,0,1,0,0,8,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,experion windchants,sector 112,2.6,10651,2,2,3,8,Relatively New,2441,0,0,0,0,0,0,168,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,emaar digihomes,sector 62,2.1,14257,2,2,2,30,New Property,1365,0,1,0,0,0,0,52,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,pyramid urban homes 2,sector 86,0.43,8583,2,2,1,6,New Property,557,0,0,0,0,1,0,72,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,the close south,sector 50,3.25,12810,3,4,3+,4,Old Property,2819,0,1,0,0,0,1,135,"28.4178° N, 77.0628° E",28.4178,77.0628
house,malibu towne,sector 47,8.81,27191,8,6,3+,3,Moderately Old,3240,1,1,0,0,1,1,27,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,avl 36 gurgaon,sector 36,0.4,10204,1,1,1,4,Relatively New,436,0,0,0,0,0,0,35,"28.4160° N, 76.9914° E",28.416,76.9914
flat,emaar mgf emerald floors premier,sector 65,2.85,14430,4,4,3,3,Relatively New,2194,1,1,0,0,0,0,28,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 43,9.85,29642,5,5,2,3,Old Property,3323,1,1,0,1,0,0,21,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,dlf new town heights,sector 90,1.25,8639,3,4,3+,0,Old Property,1608,0,1,0,0,0,2,31,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar digihomes,sector 62,3.95,15263,3,3,3,33,New Property,2876,0,1,0,0,0,1,49,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,dlf regency park,sector 28,1.24,12400,2,2,3+,19,Moderately Old,1050,0,0,0,1,0,1,157,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,railway officers rpf society,sector 9,1.3,5039,4,4,3+,9,Moderately Old,2580,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77
house,independent,sector 25,4.31,31926,5,4,3,3,Old Property,1350,0,0,0,0,0,0,40,"28.4844° N, 77.0860° E",28.4844,77.086
flat,sare homes,sector 92,0.6,5000,3,2,3,4,Moderately Old,1333,0,0,0,0,0,1,49,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,m3m heights,sector 65,3.29,17998,3,3,3,33,New Property,1828,0,0,0,0,0,0,49,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 12,2.75,12343,6,6,2,2,Old Property,2228,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,the close north,sector 50,2.7,9982,3,3,3+,3,Moderately Old,2357,0,1,0,0,0,0,117,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,tulip violet,sector 69,1.51,9569,3,3,2,0,Relatively New,1325,0,0,0,1,0,2,165,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,bestech altura,sector 79,2.55,9533,4,5,2,4,New Property,2675,0,1,0,0,0,0,44,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,the lions cghs,sector 56,2.09,8708,4,4,3+,7,Relatively New,2300,0,0,0,0,1,1,125,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,shri banke bihari society,sector 56,1.37,9133,3,3,3+,2,Old Property,1450,0,0,0,0,1,0,174,"28.4245° N, 77.0991° E",28.4245,77.0991
house,independent,sector 40,2.15,23889,3,3,3,3,Moderately Old,900,1,0,1,1,0,0,45,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,dlf the ultima,sector 81,3.46,12047,4,4,3+,10,New Property,2599,0,1,0,0,0,2,161,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 26,19,42222,6,8,3+,3,Moderately Old,4500,1,1,1,1,0,1,103,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,godrej air,sector 85,2.5,13797,4,5,3+,16,Under Construction,2013,1,0,0,1,1,1,44,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,m3m heights,sector 65,3,17996,3,3,3,20,Under Construction,1667,0,0,0,0,0,0,60,"28.4030° N, 77.0690° E",28.403,77.069
flat,vatika gurgaon,sector 83,1.12,6455,3,3,2,4,Relatively New,1200,1,1,1,1,0,1,165,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,bestech park view sanskruti,sector 92,1.42,7760,3,3,2,10,Relatively New,1738,0,0,0,0,0,0,117,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,tarc maceo,sector 91,1.9,6975,4,4,3,9,Relatively New,2465,0,1,0,0,0,0,120,"28.4014° N, 76.9225° E",28.4014,76.9225
house,unitech espace,sector 50,7.42,34352,4,4,3,2,Old Property,3200,0,0,0,0,0,1,88,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,mapsko casa bella,sector 82,1.25,6378,3,4,3+,8,Under Construction,1774,0,0,0,0,0,0,54,"28.3935° N, 76.9600° E",28.3935,76.96
flat,shapoorji pallonji joyville gurugram,sector 102,2.12,16960,3,3,3,9,Relatively New,1852,0,0,0,0,0,0,72,"28.4750° N, 76.9715° E",28.475,76.9715
flat,godrej nature plus,sector 33,1.7,12593,3,3,3+,6,New Property,1500,0,1,0,0,0,0,38,"28.4420° N, 77.0207° E",28.442,77.0207
flat,smart world orchard,sector 61,1.47,12783,2,2,2,4,New Property,1278,1,0,0,1,0,0,53,"28.4050° N, 77.0963° E",28.405,77.0963
flat,vatika the seven lamps,sector 82,1.39,6411,3,3,3+,11,Relatively New,1955,1,1,0,0,0,1,117,"28.3935° N, 76.9600° E",28.3935,76.96
flat,emaar palm gardens,sector 83,1.75,9211,3,3,3,6,Relatively New,1600,0,1,0,0,0,1,150,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,emaar digihomes,sector 62,2.45,16003,2,2,2,7,New Property,1200,1,0,0,0,0,2,174,"28.4139° N, 77.0886° E",28.4139,77.0886
house,ireo victory valley,sector 67,8,22222,6,7,3+,51,Moderately Old,3600,1,1,0,1,0,1,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,paras dews,sector 106,1.32,5605,4,5,3+,11,Relatively New,1535,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,signature global solera,sector 107,0.52,8062,3,2,2,5,Relatively New,717,0,0,0,0,1,0,15,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,la vida by tata housing,sector 113,1.45,11364,2,2,2,6,Relatively New,1080,0,0,0,0,0,0,80,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,signature global solera,sector 107,0.28,5680,2,2,2,6,Relatively New,543,0,0,0,0,0,0,45,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,bestech park view ananda,sector 81,1.15,6928,3,2,3+,12,Relatively New,1352,0,0,0,0,0,0,101,"28.3867° N, 76.9485° E",28.3867,76.9485
house,independent,sector 43,2.1,4250,10,10,3+,5,New Property,549,0,1,0,0,0,0,20,"28.4629° N, 77.0772° E",28.4629,77.0772
house,independent,sector 105,0.65,9028,3,2,1,1,Relatively New,720,0,0,0,1,1,0,14,"28.4952° N, 77.0114° E",28.4952,77.0114
flat,godrej icon,sector 88a,1.31,8101,2,2,3+,3,Relatively New,1463,1,0,0,0,0,0,102,"28.4347° N, 76.9557° E",28.4347,76.9557
flat,vatika gurgaon,sector 83,0.75,6024,2,2,2,19,Relatively New,1150,0,0,0,0,1,1,105,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,ats triumph,sector 104,1.8,7860,3,4,3,14,New Property,2544,0,0,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
flat,ats kocoon,sector 109,2.22,10597,3,4,3,14,Relatively New,1860,1,1,1,1,0,0,45,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,emaar gurgaon greens,sector 102,1.4,8485,3,3,3,10,Relatively New,1300,0,1,0,0,0,0,46,"28.4750° N, 76.9715° E",28.475,76.9715
house,independent,sector 2,2.55,16378,3,3,2,2,Old Property,1557,0,0,0,0,0,0,8,"28.5095° N, 77.0320° E",28.5095,77.032
house,dlf city plots phase 2,sector 25,10.5,29022,4,4,2,2,Old Property,3618,0,1,0,1,0,1,91,"28.4844° N, 77.0860° E",28.4844,77.086
flat,imperia the esfera,sector 37,1.4,5385,4,5,3,9,Relatively New,2343,1,1,0,1,1,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
flat,conscient heritage max,sector 102,1.9,9784,3,4,3+,20,Relatively New,1757,0,1,0,0,0,0,165,"28.4750° N, 76.9715° E",28.475,76.9715
house,vipul tatvam villa,sector 48,8.5,26235,4,4,2,2,Moderately Old,3240,0,1,1,1,0,0,88,"28.4177° N, 77.0359° E",28.4177,77.0359
house,suncity township,sector 54,2,3440,9,9,3,11,Relatively New,60,0,1,0,0,0,2,7,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,emaar mgf emerald floors premier,sector 65,2.79,14127,4,4,3+,2,Relatively New,2194,1,1,0,0,0,2,174,"28.4030° N, 77.0690° E",28.403,77.069
house,independent,sector 25,11,35530,5,5,3+,2,Relatively New,3096,1,1,1,1,0,0,29,"28.4844° N, 77.0860° E",28.4844,77.086
flat,antriksh heights,sector 84,0.85,4928,3,3,3+,10,Relatively New,1561,1,0,0,0,0,0,52,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,suncity avenue 76,sector 76,0.55,7422,2,2,2,9,Under Construction,823,0,0,0,0,0,0,26,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,central park 2 bellevue,sector 48,2.75,10755,3,4,3+,3,Moderately Old,2574,0,0,0,0,0,0,32,"28.4177° N, 77.0359° E",28.4177,77.0359
house,housing board colony,sector 28,2.1,23333,2,8,3+,4,Moderately Old,900,0,0,0,0,1,1,38,"28.4728° N, 77.0865° E",28.4728,77.0865
house,independent,sector 23,2.4,12000,3,3,2,2,Moderately Old,2000,0,0,1,1,0,0,28,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,signature global city,sector 37d,1.25,6083,3,3,3,4,Under Construction,2283,0,0,0,0,0,0,16,"28.4478° N, 76.9703° E",28.4478,76.9703
house,emaar emerald hills,sector 65,12.5,34722,4,4,3+,2,Relatively New,3600,1,1,0,0,0,0,56,"28.4030° N, 77.0690° E",28.403,77.069
flat,ramsons kshitij,sector 95,0.28,3651,2,2,2,5,New Property,694,0,0,0,0,1,0,0,"28.4172° N, 76.9081° E",28.4172,76.9081
house,dlf city phase 1,sector 26,5.5,30556,4,4,3+,2,Moderately Old,1800,0,0,1,1,0,0,49,"28.4757° N, 77.1032° E",28.4757,77.1032
house,naman residency,sector 4,0.5,11111,2,2,2,2,New Property,450,1,1,0,1,1,0,14,"28.4738° N, 77.0107° E",28.4738,77.0107
house,independent,sector 26,6,33333,3,5,3+,3,Old Property,1800,0,0,0,0,0,1,9,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,orris carnation residency,sector 85,0.72,4881,3,3,2,9,Moderately Old,1350,0,0,0,0,1,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,tulip violet,sector 69,1.36,8619,3,3,1,12,Relatively New,1291,0,0,0,1,0,0,95,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,godrej frontier,sector 80,1.1,5705,3,3,3,8,Moderately Old,1580,0,1,0,0,0,0,111,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,tulip violet,sector 69,1.95,9701,4,4,2,0,Relatively New,1819,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf new town heights,sector 86,1.27,6580,3,4,3,19,Relatively New,1800,0,1,0,1,0,0,126,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,ss,sector 85,1.19,7121,2,2,3,11,Relatively New,1670,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,bptp terra,sector 37d,2.08,10000,4,4,3,0,New Property,2211,1,1,0,1,0,0,121,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,shapoorji pallonji joyville gurugram,sector 102,1.2,14563,2,2,3,0,Relatively New,1073,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
house,international city by sobha phase 1,sector 109,5.7,10556,4,4,3+,4,Relatively New,5400,1,1,0,0,0,0,98,"28.5073° N, 77.0089° E",28.5073,77.0089
house,nul,sector 25,9.5,33404,9,9,3+,3,Old Property,2844,0,0,0,0,1,0,81,"28.4844° N, 77.0860° E",28.4844,77.086
flat,signature global city 81,sector 81,0.96,9766,2,2,2,1,Under Construction,1194,0,0,0,0,0,0,49,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,dlf the ultima,sector 81,2.35,11233,3,4,3+,18,Relatively New,1558,0,1,0,0,0,0,106,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,smart world orchard,sector 61,2.2,14203,3,3,2,4,New Property,1721,0,0,0,0,0,0,152,"28.4050° N, 77.0963° E",28.405,77.0963
house,eldeco mansionz,sector 48,5.15,18885,5,7,3,2,Moderately Old,2727,0,1,0,1,0,1,145,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,smart world orchard,sector 61,1.65,13750,2,2,2,1,Under Construction,1333,1,0,0,0,0,0,16,"28.4050° N, 77.0963° E",28.405,77.0963
flat,unitech the residences,sector 33,1.35,8738,3,4,2,8,Moderately Old,1398,0,1,0,0,0,0,49,"28.4420° N, 77.0207° E",28.442,77.0207
flat,signature global the millennia 3,sector 37d,0.5,7143,3,3,2,2,Under Construction,778,0,0,0,0,0,0,31,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,ats tourmaline,sector 109,2.1,8124,3,4,3+,11,Relatively New,2100,0,1,0,0,0,1,165,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,tulip orange,sector 70,1.1,8148,3,2,2,5,Relatively New,1350,0,0,0,0,0,0,0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,huda ashok vihar phase,sector 4,0.43,6615,2,2,1,2,Relatively New,722,0,0,0,0,0,0,7,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,deepak minda,manesar,1.25,4715,4,4,3+,6,Moderately Old,2946,0,0,0,0,0,1,44,"28.3515° N, 76.9428° E",28.3515,76.9428
flat,vatika seven elements,sector 89,1.6,8163,3,3,3,5,New Property,1774,0,0,0,0,0,0,58,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,dlf the primus,sector 82a,2.6,11439,4,4,3+,2,Relatively New,2273,0,0,0,0,1,0,38,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,vatika gurgaon,sector 83,1.4,7179,4,4,3,10,Relatively New,2167,0,1,0,0,0,0,35,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,m3m merlin,sector 67,2.78,13581,3,3,3+,4,Relatively New,2047,0,0,0,1,0,1,157,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,bestech park view residency,sector 2,0.56,8550,1,1,2,7,Moderately Old,722,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
flat,emaar palm premier,sector 77,2.1,10500,3,4,3+,11,New Property,1600,0,1,0,0,0,1,129,"28.3801° N, 76.9845° E",28.3801,76.9845
house,huda plots,sector 56,2.95,20359,2,2,2,1,Moderately Old,1449,0,0,0,0,0,0,31,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,emaar mgf emerald floors,sector 65,2.6,15758,3,3,3+,3,Relatively New,1650,0,0,0,0,0,0,0,"28.4030° N, 77.0690° E",28.403,77.069
flat,imperia the esfera,sector 37,0.7,4878,2,3,3+,12,Under Construction,1299,1,0,0,0,1,0,58,"28.4375° N, 76.9999° E",28.4375,76.9999
house,independent,sector 25,10.85,38150,6,6,1,3,Relatively New,2844,0,0,1,0,0,1,136,"28.4844° N, 77.0860° E",28.4844,77.086
flat,aditya apartment,manesar,1,4032,3,4,0,3,New Property,2480,0,0,0,0,0,0,0,"28.3515° N, 76.9428° E",28.3515,76.9428
house,independent,sector 4,0.55,6815,2,1,1,1,Moderately Old,75,0,0,0,0,0,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
house,independent,sector 31,3.69,23699,4,4,2,2,Moderately Old,1557,1,1,0,1,0,1,75,"28.4528° N, 77.0498° E",28.4528,77.0498
flat,ss the leaf,sector 85,2,8306,3,4,3,8,Relatively New,2179,0,1,0,0,0,0,21,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,paras dews,sector 106,1.17,6648,3,4,3+,12,Relatively New,1186,0,1,0,0,0,0,49,"28.5007° N, 77.0003° E",28.5007,77.0003
house,independent,sector 12,1.5,11111,5,5,2,3,Old Property,1350,0,0,0,0,0,0,16,"28.4723° N, 77.0320° E",28.4723,77.032
flat,ansal api esencia,sector 67,1.2,7407,3,3,2,1,Relatively New,200,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,bestech park view ananda,sector 81,0.9,6618,2,2,3,8,New Property,1231,0,0,0,0,1,0,60,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,emaar mgf emerald estate,sector 65,1.7,21014,3,3,3,7,Relatively New,1081,1,0,0,0,0,1,116,"28.4030° N, 77.0690° E",28.403,77.069
flat,the close north,sector 50,2.65,11277,3,3,3+,3,Moderately Old,2491,0,1,0,0,0,0,174,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,ireo skyon,sector 60,3.7,13214,4,5,3,10,Relatively New,2534,0,1,0,0,0,1,165,"28.4003° N, 77.0975° E",28.4003,77.0975
house,independent,sector 57,3.49,20197,4,4,2,3,Moderately Old,1728,1,1,0,1,0,1,49,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,bptp terra,sector 37d,1.65,8791,3,3,2,15,Relatively New,1699,0,0,0,0,0,0,116,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,m3m ikonic,sector 68,1.8,9231,3,3,3+,18,Relatively New,1845,0,0,0,0,0,1,126,"28.3853° N, 77.0484° E",28.3853,77.0484
flat,m3m woodshire,sector 107,0.8,5857,2,2,3+,6,Relatively New,1204,0,0,0,1,0,1,174,"28.5052° N, 76.9729° E",28.5052,76.9729
house,project mianwali colony,sector 12,1.7,9444,1,1,2,1,Old Property,2000,0,0,0,0,0,0,0,"28.4723° N, 77.0320° E",28.4723,77.032
house,independent,sector 8,0.45,9000,1,1,1,3,Moderately Old,556,0,0,0,0,0,0,0,"28.3738° N, 76.8970° E",28.3738,76.897
flat,paras dews,sector 106,0.87,9255,2,2,3+,1,New Property,1120,0,0,0,0,0,0,174,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,m3m woodshire,sector 107,0.88,6442,2,2,3+,3,Relatively New,1236,0,0,0,0,0,0,99,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,aardhya homesh,sector 67a,1.85,8043,4,4,0,4,New Property,2556,0,0,0,0,0,0,0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,pioneer park,sector 61,2.04,14624,3,3,3+,16,Moderately Old,1595,0,1,0,0,0,1,165,"28.4050° N, 77.0963° E",28.405,77.0963
house,independent,sector 11,2.1,17284,2,6,3+,3,Relatively New,1215,0,0,0,0,0,0,14,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,dlf the ultima,sector 81,2.25,10553,3,3,3+,15,Relatively New,1929,0,1,0,0,0,2,165,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ireo the grand arch,sector 58,2.2,16000,2,2,2,6,Relatively New,1244,0,0,0,0,0,0,42,"28.4200° N, 77.1105° E",28.42,77.1105
flat,signature andour heights,sector 71,0.39,9848,1,1,2,1,New Property,294,0,0,0,0,0,0,0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,ambience lagoon,sector 24,5.8,12500,3,4,3+,9,Old Property,3700,1,1,0,1,1,2,68,"28.4939° N, 77.1038° E",28.4939,77.1038
flat,bestech park view ananda,sector 81,0.95,6985,2,2,2,13,Relatively New,1150,0,0,0,0,0,1,167,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,shree vardhman flora,sector 90,0.7,5178,2,3,2,7,Relatively New,1502,1,0,0,0,0,1,49,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,corona optus,sector 37,1.27,7204,3,3,3,2,Relatively New,1581,1,0,0,0,1,0,49,"28.4375° N, 76.9999° E",28.4375,76.9999
